"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Estimate","6.8%","","13.6%","15.2%","2.7%","21.5%","1.7%","3.6%","9.1%","6.8%","3.8%","0.0%","","3.9%","21.2%","0.0%","9.0%","-","3.9%","21.3%","3.5%","4.7%","6.8%","","9.4%","3.9%","3.8%","0.0%","3.6%","5.0%","","31.3%","5.4%","","43.4%","","5.8%","4.7%","4.1%","5.2%","10.4%"
"        Margin of Error","±3.4","","±14.5","±14.9","±3.4","±20.2","±1.9","±3.2","±8.2","±6.2","±6.1","±37.4","","±1.7","±16.5","±100.0","±17.5","**","±3.7","±26.6","±2.5","±2.1","±3.6","","±5.7","±2.2","±3.4","±12.1","±5.9","±5.5","","±20.3","±3.1","","±23.9","","±3.3","±5.2","±3.0","±3.3","±11.9"
"ZCTA5 78634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,730","","1,853","2,086","2,841","2,677","7,960","5,804","1,565","1,705","1,585","654","","21,214","3,591","197","499","51","1,111","2,067","8,358","15,840","24,638","","11,807","12,831","4,471","1,036","798","2,637","","2,218","22,420","","2,595","","22,552","1,266","6,582","7,232","7,472"
"        Margin of Error","±1,558","","±439","±853","±641","±543","±1,060","±807","±350","±431","±513","±279","","±1,266","±924","±161","±280","±75","±450","±948","±1,236","±1,106","±1,336","","±741","±967","±521","±232","±207","±451","","±819","±1,208","","±598","","±1,161","±406","±908","±750","±1,105"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","75.2%","","39.3%","57.4%","82.0%","88.9%","91.7%","86.6%","76.0%","60.4%","22.1%","11.5%","","74.8%","80.6%","68.0%","68.3%","100.0%","79.3%","69.6%","81.9%","71.3%","83.0%","","89.2%","77.3%","88.0%","87.2%","84.1%","89.5%","","66.7%","84.6%","","53.3%","","85.4%","70.5%","81.7%","83.3%","93.1%"
"        Margin of Error","±3.0","","±10.1","±12.8","±8.7","±6.1","±3.3","±3.8","±7.6","±16.3","±8.5","±12.1","","±3.5","±8.2","±20.2","±18.4","±48.9","±9.1","±9.5","±4.0","±4.1","±3.2","","±3.4","±4.4","±4.4","±7.9","±9.4","±6.5","","±13.6","±2.7","","±8.7","","±2.4","±12.4","±5.6","±4.5","±2.7"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","70.4%","","36.4%","56.3%","79.3%","79.5%","86.2%","78.7%","71.6%","59.9%","21.3%","11.5%","","70.7%","71.4%","68.0%","41.1%","100.0%","75.5%","69.1%","75.9%","68.1%","77.6%","","82.3%","73.3%","85.8%","84.9%","78.3%","88.3%","","53.4%","80.0%","","47.5%","","79.6%","58.8%","75.9%","75.0%","90.8%"
"        Margin of Error","±3.3","","±10.2","±12.7","±8.8","±9.2","±4.4","±6.6","±7.8","±16.2","±8.8","±12.1","","±3.7","±10.9","±20.2","±18.6","±48.9","±10.3","±9.6","±4.5","±4.2","±3.5","","±4.2","±4.6","±4.7","±8.9","±11.9","±6.2","","±13.7","±3.0","","±8.7","","±3.0","±14.8","±6.6","±5.5","±3.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.1%","","7.3%","1.9%","3.3%","7.4%","6.0%","9.1%","5.8%","0.9%","3.4%","0.0%","","5.5%","8.8%","0.0%","39.9%","0.0%","4.8%","0.8%","6.2%","4.5%","6.1%","","7.0%","5.2%","2.6%","2.5%","6.9%","1.4%","","19.9%","5.0%","","11.0%","","6.4%","16.6%","7.0%","10.0%","1.3%"
"        Margin of Error","±1.9","","±8.8","±4.0","±3.4","±6.4","±3.4","±5.5","±7.5","±1.7","±6.7","±40.3","","±1.9","±7.3","±27.9","±34.5","±48.9","±6.4","±1.4","±3.1","±2.1","±1.9","","±2.9","±2.6","±1.8","±4.9","±7.5","±1.6","","±13.4","±1.7","","±8.6","","±2.0","±17.0","±3.9","±4.9","±1.3"
"ZCTA5 78641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","58,104","","3,593","3,890","3,585","6,864","12,854","10,789","5,160","4,003","5,019","2,347","","47,022","3,630","107","2,869","29","2,056","2,391","12,916","37,228","47,145","","23,509","23,636","10,597","2,870","1,973","5,754","","1,875","45,270","","3,765","","43,255","2,857","7,422","15,271","17,705"
"        Margin of Error","±1,588","","±442","±706","±802","±809","±995","±1,058","±819","±565","±580","±413","","±1,900","±984","±67","±609","±39","±582","±701","±1,542","±1,804","±1,548","","±965","±972","±679","±508","±375","±680","","±474","±1,574","","±537","","±1,487","±718","±716","±1,187","±1,386"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72.2%","","39.0%","82.5%","84.2%","88.5%","84.6%","86.9%","80.7%","57.7%","25.0%","11.9%","","71.8%","77.1%","72.9%","67.1%","72.4%","74.0%","78.3%","72.0%","72.1%","82.8%","","90.6%","75.0%","72.3%","67.8%","61.7%","78.2%","","50.3%","84.1%","","56.1%","","82.8%","56.8%","82.9%","84.2%","85.7%"
"        Margin of Error","±2.2","","±7.0","±7.4","±7.0","±3.0","±3.2","±2.8","±6.2","±7.2","±5.1","±7.1","","±2.4","±9.1","±29.0","±9.6","±25.2","±9.7","±9.5","±5.4","±2.3","±2.0","","±2.0","±3.0","±4.0","±7.2","±9.2","±6.0","","±10.4","±2.0","","±7.4","","±1.9","±11.3","±3.4","±2.8","±2.0"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","68.6%","","34.3%","67.6%","74.0%","85.0%","81.7%","85.0%","80.4%","56.2%","23.6%","11.9%","","68.6%","75.6%","72.9%","65.0%","37.9%","58.2%","72.2%","67.0%","69.0%","78.9%","","86.7%","71.1%","70.8%","64.8%","61.1%","77.1%","","38.4%","80.6%","","51.6%","","79.9%","47.8%","82.2%","81.0%","83.2%"
"        Margin of Error","±2.1","","±6.7","±7.3","±10.1","±3.3","±3.3","±2.9","±6.2","±7.0","±4.8","±7.1","","±2.4","±9.1","±29.0","±9.5","±56.8","±14.3","±12.3","±4.6","±2.3","±2.0","","±2.3","±2.9","±4.2","±7.2","±9.3","±6.1","","±10.2","±2.1","","±8.0","","±2.1","±10.6","±3.4","±2.9","±2.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.7%","","11.9%","17.2%","11.9%","3.3%","3.2%","2.1%","0.3%","2.6%","5.5%","0.0%","","4.1%","1.4%","0.0%","3.2%","0.0%","21.4%","7.8%","6.8%","4.0%","4.4%","","4.0%","5.0%","1.8%","3.2%","1.0%","1.4%","","23.7%","4.0%","","8.1%","","3.3%","15.8%","0.9%","3.6%","2.7%"
"        Margin of Error","±1.7","","±8.0","±11.4","±9.9","±2.1","±1.8","±1.1","±0.3","±1.7","±5.2","±14.9","","±1.2","±1.3","±39.5","±3.3","±100.0","±24.4","±9.2","±4.4","±1.4","±1.7","","±1.7","±2.3","±1.5","±5.2","±1.5","±1.2","","±10.0","±1.7","","±4.5","","±1.4","±16.5","±0.8","±1.5","±1.1"
"ZCTA5 78645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,982","","329","258","392","783","1,235","1,760","969","1,378","1,751","1,127","","9,395","299","46","70","9","54","109","1,202","8,277","6,775","","3,325","3,450","1,070","237","174","659","","520","6,255","","570","","6,517","300","1,369","2,333","2,515"
"        Margin of Error","±525","","±130","±119","±224","±298","±233","±289","±232","±385","±314","±383","","±479","±173","±53","±59","±17","±47","±69","±389","±544","±459","","±279","±324","±205","±125","±99","±147","","±248","±558","","±230","","±463","±218","±273","±456","±448"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","55.4%","","34.3%","76.7%","58.9%","87.1%","74.5%","77.3%","73.5%","55.8%","26.8%","6.4%","","55.4%","75.9%","0.0%","25.7%","0.0%","24.1%","58.7%","53.2%","55.8%","71.9%","","81.6%","62.6%","69.5%","84.8%","60.3%","66.5%","","38.7%","74.7%","","27.7%","","71.7%","73.7%","48.5%","75.7%","80.4%"
"        Margin of Error","±4.3","","±17.2","±16.4","±33.3","±8.5","±11.9","±7.8","±8.0","±9.4","±7.1","±6.2","","±4.1","±21.0","±51.5","±25.6","±100.0","±26.3","±22.5","±11.5","±4.6","±4.3","","±7.5","±6.5","±9.4","±16.3","±29.3","±14.6","","±22.9","±3.8","","±14.1","","±4.5","±11.0","±12.4","±5.3","±8.5"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","52.5%","","31.3%","62.4%","41.1%","84.8%","72.9%","73.2%","70.2%","55.7%","26.2%","5.2%","","52.4%","75.9%","0.0%","25.7%","0.0%","24.1%","58.7%","46.6%","53.3%","68.2%","","78.7%","58.1%","62.8%","84.8%","60.3%","55.5%","","28.1%","71.6%","","23.7%","","68.5%","58.3%","44.9%","73.2%","78.1%"
"        Margin of Error","±4.2","","±17.2","±19.0","±29.6","±8.7","±11.7","±7.4","±8.5","±9.4","±7.1","±5.6","","±4.1","±21.0","±51.5","±25.6","±100.0","±26.3","±22.5","±10.2","±4.5","±4.2","","±7.6","±7.0","±10.0","±16.3","±29.3","±14.9","","±18.0","±4.1","","±12.4","","±4.4","±22.8","±11.4","±5.8","±8.1"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.1%","","8.8%","18.7%","30.3%","2.6%","2.2%","5.2%","4.5%","0.3%","2.1%","18.1%","","5.4%","0.0%","-","0.0%","-","0.0%","0.0%","12.4%","4.4%","5.1%","","3.5%","7.2%","9.7%","0.0%","0.0%","16.4%","","27.4%","4.2%","","14.6%","","4.6%","20.8%","7.4%","3.3%","2.9%"
"        Margin of Error","±2.2","","±12.1","±18.2","±31.4","±3.2","±1.5","±4.3","±5.4","±0.4","±2.5","±31.2","","±2.4","±17.9","**","±82.3","**","±96.8","±43.6","±10.9","±2.2","±2.4","","±2.2","±4.6","±10.0","±19.9","±33.3","±16.1","","±17.4","±2.4","","±22.2","","±2.5","±24.5","±7.1","±3.0","±2.4"
"ZCTA5 78652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,836","","134","173","287","550","778","868","512","410","695","429","","4,129","219","0","52","0","45","391","1,435","3,127","3,578","","1,699","1,879","524","113","97","314","","155","3,391","","217","","3,405","368","788","877","1,372"
"        Margin of Error","±783","","±93","±97","±132","±179","±350","±307","±252","±184","±242","±201","","±704","±132","±20","±49","±20","±48","±337","±501","±584","±670","","±405","±352","±187","±67","±83","±158","","±137","±623","","±138","","±653","±324","±416","±235","±300"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","66.7%","","0.0%","98.8%","100.0%","80.7%","90.1%","76.0%","94.7%","55.1%","29.8%","11.0%","","68.3%","49.3%","-","100.0%","-","100.0%","51.9%","67.1%","67.2%","83.1%","","94.6%","72.7%","72.3%","92.0%","54.6%","70.7%","","72.3%","84.4%","","81.6%","","82.3%","56.0%","86.2%","77.7%","90.2%"
"        Margin of Error","±5.9","","±27.9","±3.0","±14.5","±16.3","±7.2","±20.4","±7.1","±21.7","±13.8","±14.5","","±6.5","±28.0","**","±48.4","**","±52.0","±18.5","±8.0","±8.2","±5.6","","±3.8","±10.0","±16.3","±12.2","±41.7","±23.9","","±12.7","±5.7","","±12.8","","±5.7","±25.6","±6.3","±12.5","±6.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.6%","","0.0%","87.3%","90.2%","75.8%","87.8%","74.8%","94.7%","55.1%","29.8%","11.0%","","65.8%","49.3%","-","100.0%","-","100.0%","51.9%","66.3%","64.2%","80.2%","","93.8%","67.9%","68.9%","92.0%","54.6%","65.0%","","60.6%","81.9%","","81.6%","","79.9%","56.0%","86.2%","75.6%","85.3%"
"        Margin of Error","±5.9","","±27.9","±19.2","±9.8","±17.8","±8.4","±20.2","±7.1","±21.7","±13.8","±14.5","","±6.4","±28.0","**","±48.4","**","±52.0","±18.5","±7.7","±8.2","±6.0","","±4.0","±10.4","±16.5","±12.2","±41.7","±24.1","","±19.7","±6.1","","±12.8","","±6.0","±25.6","±6.3","±12.9","±7.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.2%","","-","11.7%","9.8%","6.1%","2.6%","1.7%","0.0%","0.0%","0.0%","0.0%","","3.7%","0.0%","-","0.0%","-","0.0%","0.0%","1.1%","4.4%","3.5%","","0.9%","6.6%","4.7%","0.0%","0.0%","8.1%","","16.1%","3.0%","","0.0%","","3.0%","0.0%","0.0%","2.6%","5.3%"
"        Margin of Error","±2.3","","**","±19.0","±9.8","±10.8","±4.1","±3.0","±8.9","±18.0","±19.4","±50.9","","±2.7","±32.7","**","±48.4","**","±52.0","±19.7","±2.0","±3.5","±2.5","","±1.5","±4.7","±7.1","±33.5","±47.9","±12.7","","±28.1","±2.3","","±22.2","","±2.2","±19.5","±6.4","±4.0","±4.7"
"ZCTA5 78653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,654","","1,538","1,039","2,062","3,355","4,505","3,417","1,696","1,519","1,102","421","","10,528","4,548","87","482","0","3,629","1,380","9,620","5,554","17,593","","8,197","9,396","3,890","667","1,522","1,701","","1,859","15,734","","1,182","","16,554","2,633","3,942","5,264","4,715"
"        Margin of Error","±2,164","","±545","±411","±565","±846","±1,032","±808","±611","±458","±261","±133","","±1,639","±980","±94","±246","±26","±915","±905","±1,970","±775","±2,059","","±1,081","±1,207","±535","±233","±529","±334","","±1,033","±1,880","","±371","","±1,910","±791","±673","±1,197","±835"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","75.4%","","30.8%","79.6%","92.3%","86.6%","90.4%","88.0%","62.8%","68.7%","23.4%","4.8%","","73.1%","79.0%","64.4%","83.0%","-","72.3%","87.5%","72.8%","75.0%","84.3%","","90.3%","79.0%","80.2%","83.7%","74.3%","84.1%","","42.7%","89.2%","","53.5%","","84.5%","59.9%","83.6%","89.3%","93.7%"
"        Margin of Error","±3.7","","±16.7","±13.6","±5.2","±5.5","±4.7","±5.8","±20.7","±15.1","±9.1","±6.5","","±4.8","±6.7","±22.5","±10.9","**","±7.1","±10.7","±5.9","±4.8","±4.1","","±4.3","±5.1","±6.6","±11.4","±14.3","±8.6","","±8.0","±2.9","","±18.1","","±4.2","±17.3","±5.6","±4.5","±2.6"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","72.0%","","27.7%","64.7%","89.3%","80.9%","87.7%","86.3%","60.4%","67.8%","23.4%","1.7%","","71.3%","68.5%","64.4%","79.0%","-","72.3%","85.9%","71.9%","73.4%","80.6%","","87.6%","74.5%","74.6%","83.7%","71.6%","73.8%","","30.4%","86.5%","","49.4%","","81.6%","59.5%","77.4%","86.3%","92.2%"
"        Margin of Error","±3.7","","±16.0","±21.3","±6.8","±7.3","±5.8","±6.5","±20.3","±15.4","±9.1","±2.9","","±4.8","±7.5","±22.5","±11.0","**","±7.1","±10.7","±6.0","±4.9","±4.2","","±5.0","±5.2","±7.6","±11.4","±14.8","±10.9","","±8.6","±3.0","","±18.2","","±4.5","±17.4","±6.7","±5.2","±3.0"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.4%","","9.9%","18.7%","3.3%","6.6%","2.5%","1.9%","3.8%","1.2%","0.0%","65.0%","","2.4%","13.3%","0.0%","4.8%","-","0.0%","0.0%","1.3%","2.2%","4.2%","","2.7%","5.7%","7.0%","0.0%","3.7%","12.2%","","28.8%","2.8%","","7.6%","","3.3%","0.7%","7.4%","3.0%","1.6%"
"        Margin of Error","±1.9","","±12.1","±21.9","±4.6","±5.8","±2.8","±2.4","±4.6","±4.1","±15.9","±63.3","","±1.5","±6.4","±46.6","±9.0","**","±1.7","±3.7","±1.1","±1.7","±1.9","","±2.4","±2.9","±4.7","±7.7","±5.7","±9.4","","±21.2","±1.7","","±12.2","","±1.8","±1.4","±6.1","±2.5","±1.9"
"ZCTA5 78654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,176","","1,159","748","510","768","2,486","1,842","1,588","1,674","2,411","1,990","","13,382","267","91","126","16","752","542","3,278","11,272","9,616","","4,463","5,153","2,002","172","121","1,709","","955","8,656","","1,576","","8,868","1,352","2,393","2,797","2,326"
"        Margin of Error","±707","","±298","±260","±210","±199","±395","±316","±307","±282","±310","±353","","±741","±315","±65","±115","±47","±284","±223","±501","±669","±605","","±375","±410","±307","±117","±100","±310","","±359","±674","","±346","","±525","±366","±407","±417","±454"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","56.1%","","46.0%","77.5%","89.4%","73.4%","89.2%","69.7%","72.6%","55.9%","27.2%","6.7%","","55.5%","58.1%","15.4%","58.7%","100.0%","68.0%","58.9%","66.9%","53.5%","74.8%","","80.5%","69.9%","77.6%","68.6%","39.7%","81.2%","","44.1%","78.2%","","56.4%","","74.5%","63.2%","73.5%","78.5%","77.5%"
"        Margin of Error","±3.4","","±16.0","±14.8","±11.5","±11.2","±6.2","±11.6","±9.0","±10.9","±7.7","±4.0","","±3.6","±14.9","±24.7","±23.9","±87.2","±11.9","±19.5","±8.0","±3.9","±3.5","","±5.0","±5.3","±7.5","±29.3","±37.2","±8.4","","±21.0","±3.6","","±15.1","","±4.0","±11.1","±9.1","±5.9","±8.9"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
